13.627336858572 2.1716797481557863 11.835700063334736 0.9685650048825208,0.9662030856863613,0.9648708407565068,0.9652073403721237,0.9638566797354189,0.9655853147786182,0.9648176480111187,0.9654888763143489,0.9658020566922562,0.9670858558484566,0.970285221748608
10.765449275151916 6.295824312982004 9.976467044526165 0.8414586862406096,0.8423836715618386,0.8412919203967189,0.8401585788519293,0.8401988219107245,0.8365191208065091,0.8389510591279565,0.837875433780315,0.8401747651280944,0.8369928475911148,0.832025770619051
12.951997774309088 12.105898231898125 10.58249988426874 0.6459050465676064,0.6472667493174409,0.6558414129321762,0.6619126778176042,0.6654183280373028,0.6577549251898615,0.6540929802351425,0.6672932488738449,0.6735296446847753,0.6799255761342557,0.6761171196016463
19.94935903595405 18.858481859975072 1.2951233850993669 0.9028433718400402,0.9033079161490128,0.9032286982263028,0.8999596340497417,0.9007889071657615,0.9040259222790608,0.9060380610776286,0.9040688439363609,0.9057006333534052,0.9035876142004149,0.9041027363987665
16.794397447926514 1.8247121865158231 12.698275294612891 0.948762574402632,0.9564786785058813,0.9554555941052343,0.9533399861845271,0.955709296157199,0.9619147035994166,0.9697542347020857,0.9705103802741153,0.9752589743730018,0.9809868652373217,0.9820784641781675
7.481907898452659 7.143306393045068 2.5654278956615006 0.9267548226575324,0.9305630398774833,0.9355059076511371,0.9395303768922936,0.9394954757739027,0.9363103050338553,0.9353246139534176,0.9346287663496817,0.931593498456341,0.9275970010509653,0.9260078099269319
13.632686170570562 12.743978451407557 1.0788560141082033 0.95079349472443,0.9507630429460605,0.9505602607496632,0.9486647187613778,0.9473310492457977,0.9511835101937709,0.9497701741279351,0.9477253187206419,0.9492545960839793,0.9504537020577076,0.9512772663251903
13.350233896833247 3.7621670174614663 11.751701300551268 0.9034761246347116,0.902736032077943,0.897483245853567,0.9032870261369037,0.9066185499082716,0.911689785804933,0.911073350870317,0.9124133541062931,0.9155369867137576,0.9153744232851448,0.913326196259732
8.852820377926239 11.750214675301025 18.388333139210395 0.16063195802390964,0.15058000589148232,0.1402507652329013,0.13433375746015472,0.13316114848716407,0.14768164376547702,0.15833241736851109,0.14851199258407174,0.15365433053183922,0.16582930088112732,0.1664064039829265
9.366006393336303 12.795802514937572 4.414379827743368 0.49697572636158505,0.49345299910687385,0.49157790712511934,0.49093199579253594,0.4940611204072189,0.4943665762281894,0.4923935212423551,0.4872932290047191,0.479236116122513,0.4790289135177935,0.4692986814907652
15.867263245733266 13.989840617945159 12.755254897748399 0.2879539208850655,0.281366056915624,0.27483801870438734,0.27524299324214835,0.26755536944971453,0.26332128511618413,0.2605144474633533,0.2642394592888169,0.258590618436006,0.2494766211206164,0.24902842836966804
2.700275605408824 7.0064346778319635 19.718045392648257 0.08319741115055884,0.08415746372100268,0.09028481760092914,0.09736859133213879,0.10391277282841993,0.1045511476503497,0.10097648872224206,0.0966016109980792,0.09922148861714149,0.09821243016441353,0.08614750005106872
11.330294506340065 11.770611210848823 9.378561148056189 0.47543976621838396,0.48649070182609766,0.4927950905253369,0.5075292196345593,0.5124924118670532,0.527781847441631,0.5505155858779681,0.5620396397051316,0.5717964008629665,0.5822220668226458,0.5928756737639862
13.024882779390175 12.944057444258913 17.730567087304763 0.5268579866019868,0.5321324910518574,0.5140983319238831,0.5084930398832253,0.5082857041709902,0.5012024275929623,0.49899312183594824,0.49359028148551515,0.4995148885206105,0.5074079279437361,0.492619458592298
5.065237179388216 18.891527311107996 3.4183568363659496 0.30885155941220904,0.3007472493274112,0.3019049307160136,0.30186422805093166,0.28742421423487213,0.28476811651976164,0.28418433027944845,0.2757076389374003,0.2738080108490248,0.27882716381839684,0.28795890729168794
16.40292897807668 17.20170099649325 2.9076683057491444 0.7966832558466209,0.7978910391129893,0.8006594967083469,0.8051175552649693,0.8110048973619081,0.8085709500074184,0.8105436584637175,0.8126004336401346,0.8131827096435307,0.813704691950806,0.8160225439501739
14.558180406761984 18.32939458116169 4.271166024492704 0.5183125257580709,0.5179417183614458,0.5230803015780938,0.5204756348675612,0.5271485108507399,0.5366233208337173,0.5424056218466603,0.5491115654623229,0.563817398520831,0.5668847849610706,0.5750214773531744
19.9819610286641 1.3150926871726956 10.546362307409074 0.9776183699244337,0.9769126113182698,0.978502471476811,0.973132509104693,0.968271154248845,0.962517410170915,0.9561955559898824,0.9538304180571607,0.952932538062366,0.9597527484209682,0.9668550718983397
2.393082279825354 9.865394364940505 1.3788717059548214 0.4524603907578111,0.4536137575690581,0.4509256331724351,0.4470742863154468,0.4390695453945537,0.4329474629818953,0.42972653743432493,0.43716818545644265,0.4392650435439416,0.4335508581531877,0.4308868687760234
18.612220944780145 12.8643207023027 17.72973796838065 0.6961724526627483,0.6815756198955387,0.6896496665997351,0.7053716703996088,0.7194999727958761,0.7072414349603844,0.6916412160219063,0.6942706180840478,0.6973953630931262,0.6837446654645819,0.6751224817409491
1.545743531884666 8.260624280053348 11.94569524184491 0.04313805959216922,0.04432043542225472,0.04240144581541655,0.04106275976813052,0.04449601755271831,0.04691064336570981,0.04414851490286131,0.04790709990768658,0.034191946446659426,0.021974703207430883,0.010732331743946628
6.5500540933589875 15.929339142314143 9.920438378910362 0.14705163825074483,0.14096822064924774,0.12843878403025522,0.1265547412228394,0.13538681775722683,0.13211723961377358,0.13507138183735648,0.14064935050966307,0.16612020537682504,0.17551089170789477,0.178149815898541
17.338358112298778 2.0158600179461907 3.017038563465292 0.9872413996855287,0.9878260093621672,0.9889460426967251,0.9899037753124333,0.9904412563591957,0.9902170188368316,0.9889727109460861,0.9894492315983336,0.987420586340322,0.9873634004018156,0.9874839619109721
14.178019871105489 14.965522717154725 9.139848657671921 0.31434183548728917,0.32168814023092307,0.345130997646879,0.35161537959873485,0.34853735198047253,0.3422739621724212,0.34593365370239937,0.3474332212484356,0.34562482315079335,0.352115735793294,0.35987269264040417
